Órgão;Número do Processo;Modalidade;Objeto;Valor Total/Global;Local de Execução/Entrega;Data Diário Oficial;Protocolo;Início da vigência do contrato;Fim da Vigência do Contrato;Situação
FMS       ;IN 11/2021;Inexigibilidade de Licitação;CONTRATAÇÃO PARA FORMALIZAR A PRESTAÇÃO DE SERVIÇOS DE SAÚDE AO SISTEMA ÚNICO DE SAÚDE DO MUNICÍPIO DE CURITIBA, INTEGRANDO O HOSPITAL NO SUS, NAS ÁREAS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAIS E HOSPITALARES, DESENVOLVENDO ATIVIDADES DE ENSINO PESQUISA EM ESPECIALMAS COMPATIBILIZADAS COM A REALIDADE SANITÁRIA LOCO-REGIONAL E CONSEQUENTEMENTE DEMANDAS DO SUS. ;R$ 120.671.355,48;RUA FRANCISCO TORRES 830 - DAS;03/09/2021;01-130534/2021;03/09/2021;02/09/2023;Confirmado Vencedor
FMS       ;IN 11/2021;Inexigibilidade de Licitação;CONTRATAÇÃO PARA FORMALIZAR A PRESTAÇÃO DE SERVIÇOS DE SAÚDE AO SISTEMA ÚNICO DE SAÚDE DO MUNICÍPIO DE CURITIBA, INTEGRANDO O HOSPITAL NO SUS, NAS ÁREAS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAIS E HOSPITALARES, DESENVOLVENDO ATIVIDADES DE ENSINO PESQUISA EM ESPECIALMAS COMPATIBILIZADAS COM A REALIDADE SANITÁRIA LOCO-REGIONAL E CONSEQUENTEMENTE DEMANDAS DO SUS. ;R$ 120.671.355,48;RUA FRANCISCO TORRES 830 - DAS;03/09/2021;01-130534/2021;03/09/2021;02/09/2023;Confirmado Vencedor
FMS       ;DT 233/2021;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE ATENDIMENTO PRÉ-HOSPITALAR MÓVEL -  APH EXCLUSIVO PARA O ATENDIMENTO SECUNDÁRIO DE URGÊNCIA/EMERGÊNCIA.;R$ 3.557.176,44;RUA FRANCISCO TORRES 830 - SMS/SAMU;03/09/2021;01-133206/2021;22/09/2021;20/03/2022;Confirmado Vencedor
FMS       ;DT 234/2021;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS HOSPITALARES PARA DISPONIBILIZAR ACESSO A LEITOS CLÍNICOS/ENFERMARIA ADULTO , PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS - COVID-19 AO SISTEMA ÚNICO DE SAÚDE.;R$ 3.240.000,00;RUA FRANCISCO TORRES, 830 - SMS;03/09/2021;01-130661/2021;11/09/2021;09/03/2022;Confirmado Vencedor
FMS       ;DT 237/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE AGULHA DESCARTÁVEL ESTERILIZADA.;R$ 98.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;14/09/2021;01-142202/2021;15/09/2021;01/10/2021;Empenhado
FMS       ;DT 238/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE SERINGA DE 1 ML DESCARTÁVEL.;R$ 38.420,00;RUA JOÃO BETTEGA, 3350 - CIC.;14/09/2021;01-142317/2021;15/09/2021;18/09/2021;Empenhado
FCC       ;IN 7/2021;Inexigibilidade de Licitação;Edital nº 025/2021 - FCC DIGITAL VI - Oficinas de técnicos de espetáculo. e eventos;R$ 92.000,00;Rua Engenheiros Rebouças, 1732;14/09/2021;01-080723/2021;28/09/2021;27/09/2022;Confirmado Vencedor
FCC       ;IN 8/2021;Inexigibilidade de Licitação;Edital nº 026/2021 - FCC DIGITAL VII - Espaços cênicos independentes.;R$ 399.999,98;Rua Engenheiros Rebouças, 1732;17/09/2021;01-081026/2021;;;Confirmado Vencedor
FMS       ;DT 242/2021;Dispensa de Licitação - TCE;CONTRATO EMERGENCIAL PARA DISPONIBILIZAR O ACESSO A LEITOS CLÍNICOS/ENFERMARIA ADULTO, PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS-COVID-19 AO SISTEMA ÚNICO DE SAÚDE.;R$ 7.380.000,00;RUA FRANCISCO TORRES, 180 - SMS;20/09/2021;01-141999/2021;21/09/2021;19/03/2022;Confirmado Vencedor
FMS       ;DT 243/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE DETERMINAÇÃO DE SEQUENCIAMENTO VIRAL DO SARS-COV2.;R$ 78.535,16;Rua Professor Algacyr Munhoz Mader, 3775 - CIC;21/09/2021;01-141029/2021;22/09/2021;25/09/2021;Empenhado
FMS       ;PE 101/2021;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTAS RESERVADAS PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/ME E ITEM PARA AMPLA PARTICIPAÇÃO.;R$ 1.384.092,50;Conforme descrito no item 20.19 do Edital de Embasamento.;24/09/2021;01-128114/2021;23/09/2021;02/12/2022;Parcialmente Empenhado
FMS       ;PE 102/2021;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS PARA SECRETARIA MUNICIPAL DA SAÚDE;R$ 36.960,00;Rua João Bettega, 3350 - CIC - Almoxarifado da SMS;27/09/2021;01-106137/2021;10/11/2021;20/11/2021;Parcialmente Empenhado
FMS       ;DT 245/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE AVENTAL PARA USO NAS UMS E UPAS.;R$ 1.197.120,00;RUA JOÃO BETTEGA, 3350 - CIC.;27/09/2021;01-150947/2021;27/09/2021;27/10/2021;Empenhado
FMS       ;DT 246/2021;Dispensa de Licitação - TCE;CONTRATO EMERGENCIAL PARA DISPONIBILIZAR O ACESSO A LEITOS EM UTI TIPO II ADULTO E LEITOS CLÍNICOS/ENFERMARIA ADULTO E PEDIÁTRICO, PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS - COVID-19 AO SISTEMA ÚNICO DE SAÚDE.  ;R$ 17.100.000,00;RUA FRANCISCO TORRES, 830 - SMS;29/09/2021;01-125512/2021;09/10/2021;06/04/2022;Confirmado Vencedor
FMS       ;DT 247/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE PONTEIRA COM FILTRO VOLUME 1 A 200UL.;R$ 4.951,00;Rua Professor Algacyr Munhoz Mader, 3775 - CIC.;29/09/2021;01-146097/2021;30/09/2021;03/10/2021;Empenhado
FMS       ;DT 249/2021;Dispensa de Licitação - TCE;AQUISIÇÃO E ALGODÃO HIDRÓFILO EM ROLO.;R$ 30.450,00;RUA JOÃO BETTEGA, 3350 - CIC.;05/10/2021;01-154375/2021;08/10/2021;11/10/2021;Empenhado
FMS       ;PE 106/2021;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES.;R$ 169.085,79;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA-PR;06/10/2021;01-146523/2021;06/10/2021;12/11/2022;Parcialmente Empenhado
FMS       ;DT 254/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE GORRO DESCARTÁVEL MODELO FEMININO.;R$ 39.900,00;RUA JOÃO BETTEGA, 3350 - CIC.;19/10/2021;01-164499/2021;20/10/2021;23/10/2021;Empenhado
FMS       ;DT 255/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE SERINGA DE 1ML DESCARTÁVEL ESTÉRIL SEM AGULHA.;R$ 70.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;19/10/2021;01-164339/2021;20/10/2021;04/11/2021;Empenhado
FMS       ;DT 256/2021;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS HOSPITALARES AO SISTEMA ÚNICO DE SAÚDE - SUS CURITIBA, EM RAZÃO DA DECLARAÇÃO DE EMERGÊNCIA EM SAÚDE PÚBLICA DECORRENTE DA INFECÇÃO HUMANA PELO NOVO CORONAVÍRUS-COVID-19. COM VISTAS A GARANTIR O ATENDIMENTO EXCLUSIVO EM LEITOS EM UTI TIPO II ADULTO E EM LEITOS CLÍNICOS/ENFERMARIA ADULTO AOS USUÁRIOS DO SUS COM QUADRO CLÍNICO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS - COVID-19.;R$ 16.308.000,00;RUA FRANCISCO TORRES, 830 - SMS;20/10/2021;01-125484/2021;20/10/2021;17/04/2022;Confirmado Vencedor
FMS       ;DT 260/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE MÁSCARA SEMI FACIAL DESCARTÁVEL.;R$ 162.000,00;RUA JOÃO BETTEGA, 335 - CIC.;22/10/2021;01-168045/2021;25/10/2021;28/10/2021;Empenhado
FMS       ;DT 261/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE AGULHA DESCARTÁVEL.;R$ 174.930,00;RUA JOÃO BETTEGA, 3350 - CIC.;25/10/2021;01-167935/2021;26/10/2021;29/10/2021;Empenhado
FMS       ;DT 264/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 16.484,47;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;27/10/2021;01-170843/2021;28/10/2021;12/11/2021;Empenhado
FMS       ;DT 265/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇOS DE REVITALIZAÇÃO.;R$ 19.576,66;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;27/10/2021;01-170905/2021;28/10/2021;12/11/2021;Empenhado
FMS       ;DT 269/2021;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS LOGÍSTICOS PARA TRANSPORTE DE AMOSTRAS BIOLÓGICAS PARA O EXAME DE COVID-19, DA REDE PÚBLICA DO MUNICÍPIO.;R$ 239.811,00;RUA PRIMO LOURENÇO TOSIN, 1021 - LABORATÓRIO MUNICIPAL DE CTBA;29/10/2021;01-171236/2021;03/11/2021;01/05/2022;Confirmado Vencedor
FMS       ;DT 270/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 14.978,70;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-169998/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 271/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 70.427,87;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-169967/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 272/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 71.726,07;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-169997/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 273/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 339.204,16;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-169820/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 274/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 44.320,07;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-169980/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 275/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 99.963,81;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-171964/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 276/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 141.955,58;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-171982/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 277/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 11.937,91;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-172010/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 278/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 299.334,89;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-172036/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 281/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 37.703,63;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-169985/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 282/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE CAIXA TÉRMICA EM POLIETILENO DE ALTA DENSIDADE.;R$ 30.150,00;RUA PRIMO LOURENÇO TOSIN, 1021.;29/10/2021;01-173603/2021;03/11/2021;06/11/2021;Empenhado
FMS       ;DT 284/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 171.685,57;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;29/10/2021;01-170995/2021;03/11/2021;18/11/2021;Empenhado
FMS       ;DT 290/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇOS DE ROÇADA, CAPINAÇÃO, LIMPEZA E TRANSPORTE, A FIM DE DEIXAR AS ÁREAS LIMPAS E ISENTAS DE QUALQUER ESPÉCIE DE RESÍDUOS E MATERIAIS.;R$ 161.187,50;RUA FRANCISCO TORRES, 830 - 4º ANDAR - CAOB;08/11/2021;01-177824/2021;09/11/2021;19/11/2021;Empenhado
FMS       ;DT 292/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE AR CONDICIONADO PARA O CEO SYLVIO GEVAERD.;R$ 40.489,00;RUA FRANCISCO TORRES, 830 - 4º ANDAR;10/11/2021;01-178554/2021;11/11/2021;26/11/2021;Empenhado
FMS       ;DT 293/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE AR CONDICIONADO PARA EQUIPAMENTOS DA SMS.;R$ 146.971,13;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;10/11/2021;01-178179/2021;11/11/2021;26/11/2021;Empenhado
FMS       ;DT 294/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO E FORNECIMENTO DE AR COMPRIMIDO.;R$ 1.200.000,01;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;10/11/2021;01-178137/2021;24/11/2021;09/12/2021;Empenhado
FMS       ;DT 295/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE INSTALAÇÃO DE AR CONDICIONADO.;R$ 40.270,00;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;10/11/2021;01-178468/2021;11/11/2021;26/11/2021;Empenhado
FMS       ;DT 296/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO DE AR CONDICIONADO.;R$ 18.540,00;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;10/11/2021;01-178695/2021;11/11/2021;26/11/2021;Empenhado
FMS       ;DT 297/2021;Dispensa de Licitação - TCE;PRESTAÇÃO DE SERVIÇO DE REVITALIZAÇÃO.;R$ 7.877,68;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;10/11/2021;01-169988/2021;11/11/2021;26/11/2021;Empenhado
FMS       ;PE 117/2021;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE AVENTAIS E MÁSCARAS CIRÚRGICAS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTAS RESERVADAS PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 4.886.850,00;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA - PR;12/11/2021;01-162658/2021;10/11/2021;28/01/2023;Parcialmente Empenhado
FMS       ;DT 301/2021;Dispensa de Licitação - TCE;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO E INSTALAÇÃO DE 08 (OITO) GERADORES A SEREM IMPLANTADOS NAS UPAS - UNIDADE DE PRONTO ATENDIMENTO, BOA VISTA, BOQUEIRÃO, CAJURÚ, CAMPO COMPRIDO, FAZENDINHA, PINHEIRINHO, SÍTIO CERCADO E CIC.  ;R$ 147.360,00;RUA FRANCISCO TORRES, 830 - 4º ANDAR - CAOB;12/11/2021;01-174603/2021;22/11/2021;20/05/2022;Confirmado Vencedor
FCC       ;IN 10/2021;Inexigibilidade de Licitação;Edital nº 073-2021 - Chamamento para credenciamento de pareceristas para composição do Grupo Técnico para análise dos projetos inscritos pelo Edital nº 063/2021 - Edital Aldir Blanc de Curitiba 2021 - Fomento.;R$ 50.000,00;Rua Engenheiros Rebouças, 1732;18/11/2021;01-150265/2021;19/11/2021;18/12/2021;Confirmado Vencedor
FMS       ;DT 309/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE COLETOR PARA MATERIAL PERFURO CORTANTE.;R$ 66.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;25/11/2021;01-189155/2021;26/11/2021;06/12/2021;Empenhado
FCC       ;IN 12/2021;Inexigibilidade de Licitação;Edital nº 026/2021 - FCCDIGITAL VII - Espaços Cênicos Independentes;R$ 399.999,99;Fundação Cultural de Curitiba, 1732;24/11/2021;01-089542/2021;01/11/2021;30/11/2022;Confirmado Vencedor
FMS       ;DT 321/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE DESINFETANTE DE USO HOSPITALAR.;R$ 229.800,00;RUA JOÃO BETTEGA, 3350 - CIC.;01/12/2021;01-193076/2021;02/12/2021;05/12/2021;Empenhado
FMS       ;DT 323/2021;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE ASSISTENCIA A SAÚDE  ;R$ 26.760.000,00;IRMANDADE SANTA CASA DE MISERICORDIA;01/12/2021;01-192355/2021;01/12/2021;29/05/2022;Confirmado Vencedor
FMS       ;DT 324/2021;Dispensa de Licitação - TCE;CONTRATO EMERGENCIAL DE SERVIÇOS HOSPITALARES PARA DISPONIBILIZAR O ACESSO A LEITOS EM UTI TIPO II ADULTO E LEITOS CLÍNICOS/ENFERMARIA ADULTO, PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS - COVID-19 AO SISTEMA ÚNICO DE SAÚDE.;R$ 1.710.000,00;RUA FRANCISCO TORRES, 830 - DAS;02/12/2021;01-191947/2021;05/12/2021;02/06/2022;Confirmado Vencedor
FMS       ;DT 325/2021;Dispensa de Licitação - TCE;CONTRATO EMERGENCIAL PARA DISPONIBILIZAR O ACESSO A LEITOS EM UTI TIPO II PEDIÁTRICO E LEITOS CLÍNICOS/ENFERMARIA PEDIÁTRICO, PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS - COVID-19 AO SISTEMA ÚNICO DE SAÚDE.;R$ 1.980.000,00;RUA FRANCISCO TORRES, 830 - SMS;02/12/2021;01-191923/2021;02/12/2021;30/05/2022;Confirmado Vencedor
SMAP      ;PE 378/2021;PREGÃO ELETRÔNICO;Aquisição de Luva de procedimento não cirúrgica, Máscara descartável e Protetor Facial, pelo sistema de Registro de Preços, pelo período de 06 (seis) meses.;;Conforme edital.;06/12/2021;01-138230/2021;03/12/2021;20/06/2022;Processo de Compra Montado
FMS       ;PE 127/2021;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 6.225.845,00;R. João Bettega, 3350 - CIC - Almoxarifado SMS;06/12/2021;01-164047/2021;03/12/2021;04/02/2023;Parcialmente Empenhado
FMS       ;DT 329/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE DETERMINAÇÃO DE SEQUENCIAMENTO VIRAL.;R$ 196.339,20;Rua Professor Algacyr Munhoz Mader, 3775 - INSTITUTO CARLOS CHAGAS.;09/12/2021;01-200507/2021;10/12/2021;13/12/2021;Empenhado
FMS       ;DT 330/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE PONTEIRA COM FILTRO.;R$ 13.590,00;RUA PRIMO LOURENÇO TOSIN, 1021.;09/12/2021;01-199683/2021;10/12/2021;13/12/2021;Empenhado
FMC       ;DT 1/2021;Dispensa de Licitação - TCE;Edital nº 063/2021 - Aldir Blanc de Curitiba - Fomento ;R$ 2.754.000,00;Rua Engenheiros Rebouças, 1732;09/12/2021;01-138355/2021;18/12/2021;;Confirmado Vencedor
FMS       ;DT 337/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE SERINGA DE 1 ML DESCARTÁVEL.;R$ 228.000,00;RUA JOÃO BETTEGA, 3350 - CIC.;16/12/2021;01-202222/2021;17/12/2021;20/12/2021;Empenhado
FMS       ;DT 340/2021;Dispensa de Licitação - TCE;AQUISIÇÃO DE COLETOR PARA MATERIAL PERFURO CORTANTE.;R$ 24.570,00;RUA JOÃO BETTEGA, 3350 - CIC.;17/12/2021;01-202591/2021;20/12/2021;23/12/2021;Empenhado
FMS       ;DT 1/2022;Dispensa de Licitação - TCE;AQUISIÇÃO DE TESTE RÁPIDO, PARA SARSCOV-2/INFLUENZA A e B.;R$ 1.095.000,00;RUA JOÃO BETTEGA, 3.350, ALMOXARIFADO CENTRAL DA SMS;07/01/2022;01-001693/2022;10/01/2022;13/01/2022;Empenhado
FMS       ;PE 1/2022;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO TESTE RÁPIDO PARA A DETECÇÃO QUALITATIVA DO ANTÍGENO SARS COV-2 E INFLUENZA A e B", ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 3.498.750,00;Rua João Bettega, 3350 - CIC - Almoxarifado SMS;24/01/2022;01-007754/2022;21/01/2022;24/03/2023;Parcialmente Empenhado
FCC       ;IN 2/2022;Inexigibilidade de Licitação;Edital nº 093/2021 = FCC Digital VIII - Oficinas de artes carnavalescas das escolas de samba do Carnaval de Curitiba.;R$ 90.000,00;Rua Engenheiros Rebouças, 1732;08/02/2022;01-174262/2021;21/02/2022;22/03/2022;Confirmado Vencedor
FMS       ;DT 26/2022;Dispensa de Licitação - TCE;AQUISIÇÃO DE AGULHA DESCARTÁVEL.;R$ 4.940,00;RUA JOÃO BETTEGA, 3350 - CIC.;16/02/2022;01-027776/2022;18/02/2022;21/02/2022;Empenhado
FCC       ;IN 3/2022;Inexigibilidade de Licitação;Edital nº 093/2021 = FCC Digital VIII - Oficinas de artes carnavalescas das escolas de samba do Carnaval de Curitiba.;R$ 22.500,00;Rua Engenheiros Rebouças, 1732;23/02/2022;01-024445/2022;23/02/2022;24/03/2022;Confirmado Vencedor
FMS       ;DT 34/2022;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA LOCAÇÃO DE TENDAS E PISO TABLADO A SEREM UTILIZADOS PELA SECRETARIA MUNICIPAL DA SAÚDE NAS ESTRATÉGIAS DE COMBATE À PANDEMIA DO CORONAVÍRUS.;R$ 1.248.000,00;RUA JOÃO BETTEGA, 3.350 - ALMOXARIFADO/SMS;03/03/2022;01-025558/2022;04/03/2022;30/08/2022;Confirmado Vencedor
FMS       ;DT 36/2022;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS HOSPITALARES PARA DISPONIBILIZAR ACESSO A LEITOS CLÍNICOS/ENFERMARIA ADULTO , PARA INTERNAMENTO EXCLUSIVO DE PACIENTES COM QUADRO SUSPEITO OU CONFIRMADO DE INFECÇÃO POR CORONAVÍRUS - COVID-19 AO SISTEMA ÚNICO DE SAÚDE.;R$ 445.500,00;RUA FRANCISCO TORRES, 830 ANDAR 5º - GESTÃO DE CONTRATOS;09/03/2022;01-040943/2022;10/03/2022;31/03/2022;Confirmado Vencedor
FMS       ;PE 24/2022;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MEDICAMENTOS, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 8.384.158,50;Rua João Bettega 3350 - CIC - Curitiba - Almoxarifado SMS;16/03/2022;01-030981/2022;15/03/2022;18/05/2023;Parcialmente Empenhado
FMS       ;DT 39/2022;Dispensa de Licitação - TCE;CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE ATENDIMENTO PRÉ-HOSPITALAR MÓVEL- APH EXCLUSIVO PARA O ATENDIMENTO SECUNDÁRIO DE URGÊNCIA/EMERGÊNCIA.;R$ 4.620.670,49;RUA FRANCISCO TORRES Nº 830;18/03/2022;01-038875/2022;18/03/2022;13/09/2022;Confirmado Vencedor
FMS       ;DT 50/2022;Dispensa de Licitação - TCE;AQUISIÇÃO DE APARELHOS DE AR CONDICIONADO.;R$ 425.991,00;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;01/04/2022;01-059062/2022;06/04/2022;16/04/2022;Empenhado
FMS       ;DT 52/2022;Dispensa de Licitação - TCE;SERVIÇO DE REVITALIZAÇÃO DAS SALAS ODONTOLÓGICAS DA SMS.;R$ 2.696.741,48;RUA FRANCISCO TORRES, 830 - 4º ANDAR;04/04/2022;01-059898/2022;06/04/2022;21/04/2022;Empenhado
FMS       ;DT 53/2022;Dispensa de Licitação - TCE;SERVIÇO DE REVITALIZAÇÃO/REPARO DA COBETURA DA UPA BOQUEIRÃO.;R$ 80.960,69;RUA FRANCISCO TORRES, 830 - 4º ANDAR.;04/04/2022;01-060195/2022;06/04/2022;21/04/2022;Empenhado
FMS       ;DT 54/2022;Dispensa de Licitação - TCE;INSTALAÇÃO DE AR CONDICIONADO.;R$ 100.570,00;RUA FRANCISCO TORRES, 830 4º ANDAR;04/04/2022;01-060332/2022;06/04/2022;21/04/2022;Empenhado
